id,translatedSet,src,tgt
10379,Test User 1302 | All Aboard MT L2 | Hindi -> English,क्या हमें सचमुच यहाँ से जाना ही पड़ेगा,Do we really have to go from here?
10378,Test User 1302 | All Aboard MT L2 | Hindi -> English,नीना ने पूछा,Asks Nina
10377,Test User 1302 | All Aboard MT L2 | Hindi -> English,मेरे सारे दोस्तों - सहेलियों को मेरी याद ज़रूर आयेगी,All my friends and playmates will surely miss me
10376,Test User 1302 | All Aboard MT L2 | Hindi -> English,यहाँ जैसे बढ़िया पुचके मुझे कहाँ मिलेंगे,How will i find such tasty 'puchka's' (puffed wheat balls)anywhere else?
10375,Test User 1302 | All Aboard MT L2 | Hindi -> English,"बाबा , आप कोलकाता में ही कोई दूसरी नौकरी क्यों नहीं ढूँढ लेते","Baba, why dont you look for another job in Kolkata"
10374,Test User 1302 | All Aboard MT L2 | Hindi -> English,"परेशान मत हो , नीना , बाबा बोले","Dont worry Nina, said Baba"
10373,Test User 1302 | All Aboard MT L2 | Hindi -> English,तुम्हें नये साथी - सहेली मिल जाएंगे और नया पुचकेवाला भी मिल जायेगा,You will make new friends and you will even find a new 'puchka' seller there
10372,Test User 1302 | All Aboard MT L2 | Hindi -> English,लेकिन नीना कुछ भी सुनने को तैयार ही नहीं है,But Nina was unwilling to listen 
10371,Test User 1302 | All Aboard MT L2 | Hindi -> English,रेलगाड़ी में माँ और बाबा ने उसे मनाने की बहुत कोशिश की,Mother and Baba tried their best to appease her in the train
10370,Test User 1302 | All Aboard MT L2 | Hindi -> English,कप वाली आइसक्रीम लेगी,Will you have a cup of ice cream ?
10369,Test User 1302 | All Aboard MT L2 | Hindi -> English,कोन वाली आइसक्रीम खाएगी,Will you have ice-cream in a cone 
10368,Test User 1302 | All Aboard MT L2 | Hindi -> English,डंडी वाली आइसक्रीम चाहिए,Or an ice-cream on a stick?
10367,Test User 1302 | All Aboard MT L2 | Hindi -> English,खीरा खाएगी,Do you want a cucumber?
10366,Test User 1302 | All Aboard MT L2 | Hindi -> English,टॉफ़ी,Toffee
10365,Test User 1302 | All Aboard MT L2 | Hindi -> English,नहीं,No 
10364,Test User 1302 | All Aboard MT L2 | Hindi -> English,मैंने मना किया न,Haven't I refused already
10363,Test User 1302 | All Aboard MT L2 | Hindi -> English,नीना ने न में सिर हिलाते हुए कहा,Nina shook her head saying 'no'
10362,Test User 1302 | All Aboard MT L2 | Hindi -> English,माँ और बाबा को कुछ समझ में नहीं आ रहा था कि वह और क्या कर सकते हैं,Mother and Baba were wondering what else they could do
10361,Test User 1302 | All Aboard MT L2 | Hindi -> English,फिर बाबा मुस्कराए,Then Baba smiled
10360,Test User 1302 | All Aboard MT L2 | Hindi -> English,मैं देख रहा हूँ,I see
10359,Test User 1302 | All Aboard MT L2 | Hindi -> English,बाबा ने कहना शुरू किया,Baba began to say 
10358,Test User 1302 | All Aboard MT L2 | Hindi -> English,ओह,Oh 
10357,Test User 1302 | All Aboard MT L2 | Hindi -> English,"मेरा पसंदीदा खेल , माँ बोली","My favourite game , said mother "
10356,Test User 1302 | All Aboard MT L2 | Hindi -> English,"मुझे कुछ दिखाई दे रहा है जिसका रंग भूरा है , बाबा ने कहा","I see something that is brown , said Baba , "
10355,Test User 1302 | All Aboard MT L2 | Hindi -> English,मेरे जूते,My shoes 
10354,Test User 1302 | All Aboard MT L2 | Hindi -> English,पहाड़ियाँ,mountains
10353,Test User 1302 | All Aboard MT L2 | Hindi -> English,सूटकेस,Suitcase 
10352,Test User 1302 | All Aboard MT L2 | Hindi -> English,माँ ने पूछा,Asked Mother
10351,Test User 1302 | All Aboard MT L2 | Hindi -> English,सही जवाब है सूटकेस,"The correct answer is, suitcase . "
10350,Test User 1302 | All Aboard MT L2 | Hindi -> English,बाबा तालियाँ बजाते हुए बोले,Father said as he clapped  his hands
10349,Test User 1302 | All Aboard MT L2 | Hindi -> English,नीना ने किताब नीचे रख दी और उनकी बातें सुनने लगी,Nina put the book down and paid attention to what he was saying
10348,Test User 1302 | All Aboard MT L2 | Hindi -> English,"अब मेरी बारी है , माँ ने कहा","Now it is my turn, said Mother"
10347,Test User 1302 | All Aboard MT L2 | Hindi -> English,मुझे पीला - पीला कुछ दिख रहा है,I see something yellow
10346,Test User 1302 | My Best Friend MT L1 | Hindi -> English,मेरी सहेली,My friend 
10345,Test User 1302 | My Best Friend MT L1 | Hindi -> English,मेरी एक सहेली है,I have a friend
10344,Test User 1302 | My Best Friend MT L1 | Hindi -> English,वह मेरे ही घर में रहती है,She lives  in my house
10343,Test User 1302 | My Best Friend MT L1 | Hindi -> English,"जब मैं खुश होती हूँ , वह भी खुश होती है","When I am happy,she is happy with me"
10342,Test User 1302 | My Best Friend MT L1 | Hindi -> English,"जब मैं रोती हूँ , वह भी रोती है","When i cry , she cries with me"
10341,Test User 1302 | My Best Friend MT L1 | Hindi -> English,मगर उसकी आवाज़ नहीं आती,But her voice refuses to work
10340,Test User 1302 | My Best Friend MT L1 | Hindi -> English,मेरी सहेली मेरे शीशे में बन्द है,My friend is t in trapped in my mirror
10339,Test User 1302 | My Best Friend MT L1 | Hindi -> English,बाहर आओ,Come out 
10338,Test User 1302 | My Best Friend MT L1 | Hindi -> English, मैं कहती रहती हूँ,I keep saying so
10337,Test User 1302 | My Best Friend MT L1 | Hindi -> English,हम खेलेंगे,we shall play
10336,Test User 1302 | My Best Friend MT L1 | Hindi -> English, मगर वह नहीं आती,But she doesnt come 
10335,Test User 1302 | My Best Friend MT L1 | Hindi -> English,रूठकर मैं सो जाती हूँ,I sulk and fall asleep
10334,Test User 1302 | My Best Friend MT L1 | Hindi -> English,तब वह शीशे से बाहर आती है - मेरे सपनों में,Then she comes out of the mirror - in my dreams
10333,Test User 1302 | My Best Friend MT L1 | Hindi -> English,और हम खूब मस्ती करते हैं,and we have a great deal of fun
10332,Test User 1302 | My Best Friend MT L1 | Hindi -> English,"हम खेलते हैं , हम भागते हैं और शोर मचाते हैं","We play, we run, we make noise"
10331,Test User 1302 | My Best Friend MT L1 | Hindi -> English,"जब मैं उससे बातें करती हूँ , वह भी मुझसे बातें करती है","When I speak with her, she also speaks with me/she speaks with me too"
10330,Test User 1302 | My Best Friend MT L1 | Hindi -> English,सवेरे - सवेरे मेरी सहेली फ़िर शीशे में छुप जाती है,Every morning my friend hides in the mirror
10329,Test User 1302 | My Best Friend MT L1 | Hindi -> English,अब मैं नहीं रूठती,I no longer sulk
10328,Test User 1302 | My Best Friend MT L1 | Hindi -> English,मैं जानती हूँ हम दोनों फ़िर सपने में मज़े करेंगे,I know we both will have fun in my dreams
10327,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,मसाला चाय,Spice tea
10326,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,दक्षिणी भारत में एक छोटे से पहाड़ी खेड़े में बुलबुली नाम की एक छोटी सी लड़की रहती थी,In a small hilly area in southern India lived a young girl called Bulbuli
10325,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"वह अपनी माँ के साथ ऊँचे , हरे पेड़ों से घिरी एक झोंपड़ी में रहती थी",She lived with her mother in a hut surrounded by tall green trees.
10324,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,इतने ऊँचे और हरे - भरे पेड़ किसी ने कभी न देखे होंगे,"No one would have seen such tall, green trees"
10323,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,कोहरे वाले दिन पौधों और पेड़ों की पत्तियों से ओस की नन्ही - नन्ही बूदें टपकतीं तो लगता परीलोक में बारिश हो रही है,"On foggy days, when little droplets of dew trickled from plants and trees, it seemed as if it were raining in fairyland"
10322,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,बुलबुली अपने नाम की तरह ही हँसमुख थी,Bulbuli was as cheerful as her name
10321,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,वह अपने साथियों के साथ गाँव के आस - पास के जंगल के ओरछोर तक कूदती फिरती,She would hop around the edges of the forests around the village with her friends
10320,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,सुबह तरह - तरह की सुगन्धों से भरी हवा में गहरी साँसें लेना उसको बहुत अच्छा लगता था,She loved taking deep breaths in the aroma laden breeze of the morning
10319,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"कभी हवा में मीठी - मीठी भीनी - भीनी खुशबू होती थी , कभी तेज़ ओर तीखी गंध","Sometimes the breeze had a sweet, wet fragrance and sometimes there was a strong and pungent smell"
10318,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,रोज सुबह तोताराम बुलबुली की झोंपड़ी के सामने के ऊँचे पेड़ पर बैठकर उसे जंगल के हालचाल बताता,Every morning Totaram would sit upon the tall tree in front of Bulbuli's hut and tell her news of the forest
10317,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,वह उसको देश - विदेश के लोगों की बातें बताता,He would tell her about the people of the many strange  countries
10316,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,बुलबुली को तोताराम की कहानियाँ अच्छी लगती थीं,Bulbuli enjoyed Totaram's stories
10315,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,तोताराम की बातें सुन कर उसका दिल बल्लियों उछलता और उसका मन होता कि मैं भी दूर देश जाऊँ वहाँ के नदियाँ - पहाड़ - जंगल देखूँ,"Her heart used to bounce up when she heard Totaram and she would yearn -""I too wish to go to some far away land, and see the rivers, mountains and forests there"""
10314,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,लेकिन फिर वह ठंडी साँस लेकर रह जाती - उसने तो बावली घाटी भी नहीं देखी थी,But then she would sigh deeply - she had not yet even been to Bavli Ghati
10313,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,गाँव के लोग अक्सर बावली घाटी की बातें करते,The people of the village often talked about Bavli ghati
10312,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"वहाँ गया कोई नहीं था , सबने उसके बारे में सुना ही सुना था","No one had ever been there, everyone had only heard of it"
10311,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,लोगों की बातों से लगता था कि बावली घाटी कोई कमाल की जगह है,Bavli ghati seemed like a wonderful place from the way people spoke of it
10310,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"बुलबुली सोचती कि अगर मैं कभी बावली घाटी गई तो लौट कर सबको वहाँ के बारे में बताऊँगी , फिर वह लोगों के लिए अनजानी जगह नहीं रह जायेगी","Bulbuli thought, ""If I ever go to Bavli Ghati then i will speak of it to everyone here, then it will no longer be an unknown place for people"
10309,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,एक दिन नींद से जागते ही बुलबुली को तोताराम की याद आई,"One day, she thought of Totaram as soon as she woke up"
10308,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"मुर्गियों को दाना डालते , उनके अण्डे जमा करते , गायों को चारा देते , उन्हें दुहते , वह तोताराम की सीटी का ही इन्तज़ार करती रही","While feeding the hens , gathering their eggs , feeding the cows and milking them , she kept waiting for Totaram's whistle"
10307,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,आखिर पाठशाला का समय हो गया और वह पाठशाला चली गई,At last it was time for school and she left to go to school
10306,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,उसकी पाठशाला बरगद के एक घने पेड़ की नीचे लगती थी,Her classes were held in the shade of a dense banyan tree 
10305,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,जब कभी बारिश होती तो पाठशाला में छुट्टी हो जाती,"Whenever it rained , the school was on holiday"
10304,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,उस दिन बुलबुली का मन पढ़ने में नहीं लग रहा था,"On that day , Bulbuli was not in the mood for studies."
10303,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,उसकी आँखें तोताराम को ढूँढ रही थीं जो रोज़ ही उससे मिलने आता था,"Her eyes were searching for Totaram, who used to visit her every day"
10302,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,आज तोताराम कहाँ है,Where is Totaram today ?
10301,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"फिर कई दिन बीत गए तोताराम नहीं आया , बुलबुली परेशान होने लगी","Many days passed, but Totaram did not turn up, Bulbuli was getting worried"
10300,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"पाठशाला की छुट्टी के बाद बुलबुली तोताराम को पुकारती जंगल में घूमती , तुम कहाँ हो तोताराम","After school, Bulbuli would roam around the forest, calling out for Totaram - Where are you Totaram?"
10299,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,बोलो न,Speak now
10298,Test User 1302 | Jungle Brew PE L4 | Hindi -> English, लेकिन कोई जवाब न आता,But there would be no response.
10297,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"फिर एक सुबह सूरज उगने से भी पहले , भोर के समय उसको किसी पंछी की परेशान आवाज़ सुनाई दी","Then one morning, even before the sun came up , she heard the distressed call of a bird "
10296,Test User 1302 | Jungle Brew PE L4 | Hindi -> English, जागो बुलबुली,Wake up Bulbuli
10295,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,जागो,Arise!/Wake up
10294,Test User 1302 | Jungle Brew PE L4 | Hindi -> English, वह कूद कर बाहर दौड़ी,She jumped and ran outside
10293,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,तोताराम ही था,It was Totaram indeed
10292,Test User 1302 | Jungle Brew PE L4 | Hindi -> English, तुम कहाँ थे तोताराम,Where were you Totaram?
10291,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,"मैं तो बहुत डर रही थी , क्या हुआ","I was really scared,  what happened?"
10290,Test User 1302 | Jungle Brew PE L4 | Hindi -> English,तुम इतने परेशान क्यों हो,Why are you so upset ?
10289,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,थोड़ी सी मदद,Little help  
10288,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,प्रिय,Lovingly
10287,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"जो भी हो , तुम जानती ही हो कि तुम कौन हो",Anyways you know who you are?
10286,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,और यूँ भी तुम यह पत्र कभी नहीं देख पाओगी,anyways you will never be able to see this letter.
10285,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"मैडम ने कहा था कि मुझे तुम्हारी मदद करनी है और तुम्हें यह दिखाना है कि स्कूल में कौन सी जगह कहाँ है , क्योंकि तुम स्कूल में नई आई हो",Madam had asked me to take care of you and also show you around he school because you are new to the school.
10284,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,लेकिन उन्होंने मुझे इस बारे में और कुछ नहीं बताया था,But they had not mentioned anything to me on this topic.
10283,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"स्कूल से घर लौटते हुए अली , गौरव , सुमी और रानी , मुझसे बार - बार मेरी इस नई ज़िम्मेदारी के बारे में पूछते रहे","While going back from school Ali, Gaurav, Sumi and Rani were enquiring me again and again on the new responsibility given to me ."
10282,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"मैंने बात टालने की कोशिश की , लेकिन मुझे तो मालूम था कि मुझे क्या काम सौंपा गया है","I tried to avoid the topic, but I knew the work given to me."
10281,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मैंने उनसे कहा कि पता नहीं तुम लोग किस चीज़ के बारे में बात कर रहे हो,I told them that i was not aware of what they were talking about . 
10280,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,लेकिन यह बात सच नहीं थी,But it was not true.
10279,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मुझे अच्छी तरह पता था कि वे किस के बारे में पूछ रहे हैं,I knew well on what they were asking me about.
10278,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"देखो न , तुम्हारी वजह से मुझे अपने दोस्तों से झूठ बोलना पड़ा",See for your sake I have to lie to my friends.
10277,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"तुम्हारा , मैं कहो कैसी हो , माँ कहती है कि लोगों को घूरना अच्छी बात नहीं है","You say , I told, mother  says that it is not good to stare at others."
10276,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,लेकिन मैं तो देखता हूँ कि सभी तुम्हें घूरते हैं,But I see that they all stare at you.
10275,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"वे मुझे भी घूरते हैं क्योंकि मुझे तुम्हारे साथ रहना होता है , तुम्हारा ध्यान रखने के लिए",They all stare at me because I have to be with you to take care of you.
10274,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,तुम हमारे स्कूल में क्यों आइं,Why did you go into our school ? 
10273,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,तुमने अपनी पढ़ाई उसी स्कूल में जारी क्यों नहीं रखी जहाँ तुम पहले पढ़ती थीं,Why did you not continue study in the same school as before you were .
10272,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,जानती हो कल क्या हुआ,Do you know what happened yesterday ? 
10271,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"गौरव , अली और सातवीं कक्षा के उनके दो और दोस्त स्कूल की छुट्टी के बाद मेरे पीछे पड़ गए","Gaurav, Ali and two other friends of seventh class followed me."
10270,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,तुम समझ ही गई होगी कि वह क्या जानना चाहते होंगे,You must have understood what they would like to know.
10269,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,उन्होंने मेरा बस्ता छीन लिया और वापस नहीं दे रहे थे,They snatched my bag and didn 't give back . 
10268,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,बाद में उन्होंने उसे सड़क किनारे झाड़ियों में फेंक दिया,Later they threw it in the bushes . 
10267,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,उसे लाने के लिए मुझे घिसटते हुए ढलान पर जाना पड़ा,To bring it I had drag myself on the slope.
10266,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मेरी कमीज़ फट गई और माँ ने मुझे डाँटा,My shirt was torn and mother scolded me. 
10265,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,यह सब तुम्हारी ही वजह से हुआ,It all happened because of you.
10264,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"मैं हैलो , मैं सबसे कहता हूँ कि वे जो कुछ भी जानना चाहते हैं ख़ुद तुमसे ही पूछ लें","I tell everyone that whatever they want to know, they can ask themselves to you directly."
10263,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मुझसे पूछने का क्या मतलब,What is the point in asking me?
10262,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मुझे कैसे पता हो सकता है कि तुम्हारे पास वह चीज क्यों है और वह कैसे काम करती है,How do I know that the thing which you have is for what and how does it work?
10261,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,सच कहूँ तो ख़ुद मैं भी यह बात जानना चाहता हूँ और मेरे मन में भी वही सवाल हैं जो लोग तुम्हारे बारे में मुझसे पूछते हैं,To be honest even I wanted to know the same thing and in my mind I too have the same question which everyone is asking to me about you.
10260,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"हाँ , मैंने पहले दिन ही , जब तुम कक्षा में आई थीं , गौर किया था कि तुम एक ही हाथ से सारे काम करती हो और तुम्हारा बायाँ हाथ कभी हिलता भी नहीं","Ye, on the very first day, when you had entered the class, I had noticed that you were using only one arm and your left arm doesn't move."
10259,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,पहले - पहल मुझे समझ में नहीं आया कि इसकी वजह क्या है,"Initially , i don 't know the reason behind it."
10258,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"फिर , जब मैं और नजदीक आया , तब देखा कि कुछ है जो ठीक सा नहीं है","And then , when i came closer , that something was not exactly that right."
10257,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"वह अजीब लग रहा था , जैसे तुम्हारे हाथ पर प्लास्टिक की परत चढ़ी हो","It was feeling strange , like a plastic layer on your hand . "
10256,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मैं समझा कि यह किसी किस्म का खिलौना हाथ होगा,I thought that it is a kind of toy arm.
10255,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मुझे बात समझने में कुछ समय लगा,It took me some time to understand .  
10254,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,"इसके अलावा , खाने की छुट्टी के दौरान जो हुआ वह मुझसे छुपा नहीं था","Moreover , what happened during the meal was not hidden from me . "
10253,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,फिर मिलेंगे,Will meet again .  
10252,Test User 1401 | A Helping Hand MT L4 | Hindi -> English,मैं,I am .
10251,Test User 401 | Jungle Brew MT L4 | Hindi -> English,मसाला चाय,Spice tea. 
10250,Test User 401 | Jungle Brew MT L4 | Hindi -> English,दक्षिणी भारत में एक छोटे से पहाड़ी खेड़े में बुलबुली नाम की एक छोटी सी लड़की रहती थी,A small girl named Bulbuli used to live in a small hilly village in south India. 
10249,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"वह अपनी माँ के साथ ऊँचे , हरे पेड़ों से घिरी एक झोंपड़ी में रहती थी","She lived with her mother in a hut surrounded by tall, green trees."
10248,Test User 401 | Jungle Brew MT L4 | Hindi -> English,इतने ऊँचे और हरे - भरे पेड़ किसी ने कभी न देखे होंगे,No one must have ever seen such tall and green trees.
10247,Test User 401 | Jungle Brew MT L4 | Hindi -> English,कोहरे वाले दिन पौधों और पेड़ों की पत्तियों से ओस की नन्ही - नन्ही बूदें टपकतीं तो लगता परीलोक में बारिश हो रही है,"When the tiny dew drops fell from the leaves of trees and plants on foggy days, it seemed it was raining in the heavens. "
10246,Test User 401 | Jungle Brew MT L4 | Hindi -> English,बुलबुली अपने नाम की तरह ही हँसमुख थी,Bulbuli was jovial like her name. 
10245,Test User 401 | Jungle Brew MT L4 | Hindi -> English,वह अपने साथियों के साथ गाँव के आस - पास के जंगल के ओरछोर तक कूदती फिरती,With her friends she hopped in the forests around the village with her friends. 
10244,Test User 401 | Jungle Brew MT L4 | Hindi -> English,सुबह तरह - तरह की सुगन्धों से भरी हवा में गहरी साँसें लेना उसको बहुत अच्छा लगता था,He felt very good to breath deeply the fragrant air in the morning. 
10243,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"कभी हवा में मीठी - मीठी भीनी - भीनी खुशबू होती थी , कभी तेज़ ओर तीखी गंध","Sometimes there was sweet fragrance in the air, and sometimes intense and putrid smell. "
10242,Test User 401 | Jungle Brew MT L4 | Hindi -> English,रोज सुबह तोताराम बुलबुली की झोंपड़ी के सामने के ऊँचे पेड़ पर बैठकर उसे जंगल के हालचाल बताता,Every morning Totaram relayed to Bulbuli the tidings of the jungle by sitting on a tall tree in front of her hut. 
10241,Test User 401 | Jungle Brew MT L4 | Hindi -> English,वह उसको देश - विदेश के लोगों की बातें बताता,He told her about the people of different countries. 
10240,Test User 401 | Jungle Brew MT L4 | Hindi -> English,बुलबुली को तोताराम की कहानियाँ अच्छी लगती थीं,Bulbuli liked Totaram's stories. 
10239,Test User 401 | Jungle Brew MT L4 | Hindi -> English,तोताराम की बातें सुन कर उसका दिल बल्लियों उछलता और उसका मन होता कि मैं भी दूर देश जाऊँ वहाँ के नदियाँ - पहाड़ - जंगल देखूँ,"Listening to Totaram, her heart leaps and she wishes to go to far off countries and see rivers - mountain- forests"
10238,Test User 401 | Jungle Brew MT L4 | Hindi -> English,लेकिन फिर वह ठंडी साँस लेकर रह जाती - उसने तो बावली घाटी भी नहीं देखी थी,But then she took a sigh -  she hadn't even seen Bawli valley. 
10237,Test User 401 | Jungle Brew MT L4 | Hindi -> English,गाँव के लोग अक्सर बावली घाटी की बातें करते,Villagers often talked about Bawli valley. 
10236,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"वहाँ गया कोई नहीं था , सबने उसके बारे में सुना ही सुना था","No one had been there, all had only heard about it. "
10235,Test User 401 | Jungle Brew MT L4 | Hindi -> English,लोगों की बातों से लगता था कि बावली घाटी कोई कमाल की जगह है,It seemed from what people said that Bawli valley was an amazing place. 
10234,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"बुलबुली सोचती कि अगर मैं कभी बावली घाटी गई तो लौट कर सबको वहाँ के बारे में बताऊँगी , फिर वह लोगों के लिए अनजानी जगह नहीं रह जायेगी","Bulbuli thinks, if I ever go to Bawli valley, returning, I will tell everyone about the place, and then it will not remain unknown to the people. "
10233,Test User 401 | Jungle Brew MT L4 | Hindi -> English,एक दिन नींद से जागते ही बुलबुली को तोताराम की याद आई,"One day just waking up from sleep, Bulbuli remembered Totaram. "
10232,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"मुर्गियों को दाना डालते , उनके अण्डे जमा करते , गायों को चारा देते , उन्हें दुहते , वह तोताराम की सीटी का ही इन्तज़ार करती रही","She kept waiting for the signal of Totaram while feeding the hens, collecting their eggs, giving fodder to the cows, milking them."
10231,Test User 401 | Jungle Brew MT L4 | Hindi -> English,आखिर पाठशाला का समय हो गया और वह पाठशाला चली गई,At last it was school time and she left for school. 
10230,Test User 401 | Jungle Brew MT L4 | Hindi -> English,उसकी पाठशाला बरगद के एक घने पेड़ की नीचे लगती थी,His school ran under a dense banyan tree. 
10229,Test User 401 | Jungle Brew MT L4 | Hindi -> English,जब कभी बारिश होती तो पाठशाला में छुट्टी हो जाती,"Whenever there was rain, it was holiday in school. "
10228,Test User 401 | Jungle Brew MT L4 | Hindi -> English,उस दिन बुलबुली का मन पढ़ने में नहीं लग रहा था,That day Bulbuli could not concentrate in her studies. 
10227,Test User 401 | Jungle Brew MT L4 | Hindi -> English,उसकी आँखें तोताराम को ढूँढ रही थीं जो रोज़ ही उससे मिलने आता था,Her eyes were searching for Totaram who came to meet her daily. 
10226,Test User 401 | Jungle Brew MT L4 | Hindi -> English,आज तोताराम कहाँ है,Where is Totaram today? 
10225,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"फिर कई दिन बीत गए तोताराम नहीं आया , बुलबुली परेशान होने लगी","Then many days passed Totaram didn't come, Bulbuli started getting anxious. "
10224,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"पाठशाला की छुट्टी के बाद बुलबुली तोताराम को पुकारती जंगल में घूमती , तुम कहाँ हो तोताराम","After the end of school, Bulbuli goes around in the jungle searching for Totaram, ""Totaram, where are you"
10223,Test User 401 | Jungle Brew MT L4 | Hindi -> English,बोलो न,Tell. 
10222,Test User 401 | Jungle Brew MT L4 | Hindi -> English, लेकिन कोई जवाब न आता,' But no reply comes. 
10221,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"फिर एक सुबह सूरज उगने से भी पहले , भोर के समय उसको किसी पंछी की परेशान आवाज़ सुनाई दी","Then one morning,  even before sunrise, it heard the worried cry of some bird. "
10220,Test User 401 | Jungle Brew MT L4 | Hindi -> English, जागो बुलबुली,"""Wake up Bulbuli"
10219,Test User 401 | Jungle Brew MT L4 | Hindi -> English,जागो,Wake up. 
10218,Test User 401 | Jungle Brew MT L4 | Hindi -> English, वह कूद कर बाहर दौड़ी,'She jumped and ran out. 
10217,Test User 401 | Jungle Brew MT L4 | Hindi -> English,तोताराम ही था,It was Totaram only. 
10216,Test User 401 | Jungle Brew MT L4 | Hindi -> English, तुम कहाँ थे तोताराम,"""Where were you Totaram?"""
10215,Test User 401 | Jungle Brew MT L4 | Hindi -> English,"मैं तो बहुत डर रही थी , क्या हुआ","I was very scared, what happened"
10214,Test User 401 | Jungle Brew MT L4 | Hindi -> English,तुम इतने परेशान क्यों हो,Why are you so worried?
10213,Test User 401 | At Least I'm Ok MT L3 | Hindi -> English,हमें तो कोई दिक्कत नहीं है,We don't have any problem. 
10212,Test User 401 | At Least I'm Ok MT L3 | Hindi -> English,पहाड़ी बकरी उना साकूलैंड में रहती थी,Mountain goat una lived in Sakuland. 
10211,Test User 401 | At Least I'm Ok MT L3 | Hindi -> English,साकूलैंड एक अनोखा देश था,Sakuland was a unique country. 
